NtsbNo,EventType,Mkey,EventDate,City,State,Country,ReportNo,N#,SerialNumber,HasSafetyRec,Mode,ReportType,OriginalPublishedDate,DocketOriginalPublishedDate,HighestInjuryLevel,FatalInjuryCount,SeriousInjuryCount,MinorInjuryCount,OnboardInjuryCount,OnGroundInjuryCount,ProbableCause,Findings,EventID,Latitude,Longitude ,Make,Model,AirCraftCategory,AirportID,AirportName,AmateurBuilt,NumberOfEngines,EngineType,Scheduled,PurposeOfFlight,FAR,AirCraftDamage,WeatherCondition,Operator,ReportStatus,RepGenFlag,MostRecentReportType,DocketUrl,ReportUrl,source_file
ANC22LA006,ACC,104234,2021-11-08T17:15:00Z,Yukon Charlie River,Alaska,United States,,N413CC,CC18-0065,False,Aviation,DirectorBrief,2022-05-26T04:00:00Z,2022-03-21T11:00:00Z,,0.0,0.0,0.0,0.0,,"The pilot’s selection of an unsuitable landing site, which resulted in a nose-over.","Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Environmental issues - Physical environment - Runway/land/takeoff/taxi surface - Snow/slush/ice covered surface - Decision related to condition",,65.300192,-143.13334,CUB CRAFTERS,CC-18-180,AIR,L20,COAL CREEK,false,1,REC,,PUBU,091,Substantial,VMC,US DEPT OF THE INTERIOR,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=104234,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/104234/pdf,Alaska.csv
ANC22FA005,ACC,104214,2021-11-07T16:02:00Z,Kodiak,Alaska,United States,,N540AK,001,False,Aviation,DirectorBrief,2022-08-31T04:00:00Z,2022-06-07T11:00:00Z,Fatal,1.0,0.0,0.0,1.0,,"The pilot's failure to maintain adequate airspeed while maneuvering, which resulted in an exceedance of the airplane’s critical angle of attack and an aerodynamic stall.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Airspeed - Not attained/maintained, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Angle of attack - Capability exceeded",,57.805489,-152.36548,GERALD JONES,2+2,AIR,,,true,1,REC,NSCH,PERS,091,Substantial,VMC,,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=104214,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/104214/pdf,Alaska.csv
ANC22LA004,ACC,104158,2021-10-23T19:25:00Z,Willow,Alaska,United States,,N368G,1801,False,Aviation,DirectorBrief,2023-05-03T04:00:00Z,2023-05-03T17:00:00Z,Fatal,1.0,1.0,0.0,2.0,,"The pilot's exceedance of the airplane’s critical angle of attack while maneuvering for landing, which resulted in an aerodynamic stall and loss of control.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Airspeed - Not attained/maintained, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Angle of attack - Not attained/maintained",,61.718812,-150.05409,GREGG ORIGER,PA-18 REPLICA,AIR,AK68,MINUTEMAN STRIP,true,1,REC,,PERS,091,Substantial,VMC,,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=104158,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/104158/pdf,Alaska.csv
ANC22LA003,ACC,104149,2021-10-22T09:42:00Z,Juneau,Alaska,United States,,N754KP,208B1264,False,Aviation,DirectorBrief,2023-04-26T04:00:00Z,2023-04-26T17:00:00Z,,0.0,0.0,0.0,0.0,,The pilot’s loss of directional control for reasons that could not be determined.,"Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot",,58.355395,-134.58326,CESSNA,208B,AIR,JNU,JUNEAU INTL,false,1,TP,SCHD,,135,Substantial,VMC,Alaska Seaplanes,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=104149,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/104149/pdf,Alaska.csv
ANC22LA002,ACC,104116,2021-10-13T14:00:00Z,Chickaloon,Alaska,United States,,"N9966N, Unknown","18052621, unk",False,Aviation,DirectorBrief,2022-04-29T04:00:00Z,2022-04-18T14:00:00Z,,0.0,0.0,0.0,0.0,,A mid-air collision for reasons that could not be determined based on the available evidence.,Not determined - Not determined - (general) - (general) - Unknown/Not determined,,61.702064,-148.97528,"CESSNA, unknown","180J, unknown","AIR, AIR",,,"false, false",1,"REC, UNK",,"PERS, UNK","091, UNK","Substantial, Unknown",VMC,unk,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=104116,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/104116/pdf,Alaska.csv
ANC22LA001,ACC,104098,2021-10-10T14:20:00Z,Palmer,Alaska,United States,,"N555EL, FA3P4CAK37","10665, 3YTSJ4T0030A8A",False,Aviation,DirectorBrief,2022-08-12T04:00:00Z,2022-07-21T11:00:00Z,,0.0,0.0,0.0,0.0,,The unmanned aircraft pilot’s failure to yield the right of way to the helicopter.,Personnel issues - Psychological - Attention/monitoring - Monitoring other aircraft - Pilot of other aircraft,,61.40406,-148.60457,"ROBINSON HELICOPTER COMPANY, DJI","R44 II, AIR IIS","HELI, UNMANNED",,,"false, false",1,REC,NSCH,"AOBV, PERS","135, 107","Substantial, Destroyed",VMC,"POLLUX AVIATION LTD, Charlie Crosby",Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=104098,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/104098/pdf,Alaska.csv
ANC21LA098,ACC,104026,2021-09-29T11:25:00Z,Willow,Alaska,United States,,N9724P,18-7609003,False,Aviation,DirectorBrief,2022-04-29T04:00:00Z,2022-03-18T14:00:00Z,,0.0,0.0,0.0,0.0,0.0,The pilot’s failure to maintain clearance to terrain following a go-around.,Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot,,61.746951,-150.06163,PIPER,PA-18-150,AIR,,,false,1,REC,NSCH,PERS,091,Substantial,VMC,,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=104026,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/104026/pdf,Alaska.csv
ANC21LA097,ACC,103977,2021-09-25T17:30:00Z,Kotzebue,Alaska,United States,,N716,18051088,False,Aviation,DirectorBrief,2022-04-20T04:00:00Z,2022-03-18T14:00:00Z,,0.0,0.0,0.0,0.0,0.0,"The pilot’s loss of control during takeoff due to a gusty, variable wind and the rough terrain.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Conditions/weather/phenomena - Wind - Gusts - Contributed to outcome, Environmental issues - Physical environment - Runway/land/takeoff/taxi surface - (general) - Contributed to outcome",,67.489064,-162.17135,CESSNA,180E,AIR,PAOT,Ralph Wien Memorial,false,1,REC,SCHD,PERS,091,Substantial,VMC,,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=103977,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/103977/pdf,Alaska.csv
ANC21LA096,ACC,103972,2021-09-22T20:26:00Z,Chickaloon,Alaska,United States,,N4276H,1480,False,Aviation,DirectorBrief,2023-03-29T04:00:00Z,2023-03-29T17:00:00Z,Minor,0.0,0.0,1.0,1.0,0.0,A total loss of engine power during takeoff for reasons that could not be determined based on the available information.,"Aircraft - Aircraft power plant - Engine (reciprocating) - (general) - Inoperative, Not determined - Not determined - (general) - (general) - Unknown/Not determined",,61.791111,-148.35166,PIPER,PA-14,AIR,AK59,King Ranch,false,1,REC,NSCH,PERS,091,Substantial,VMC,Kingdom Air Corps,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=103972,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/103972/pdf,Alaska.csv
ANC21LA099,ACC,104038,2021-09-22T20:00:00Z,Cordova,Alaska,United States,,N82448,18-7909099,False,Aviation,DirectorBrief,2022-04-29T04:00:00Z,,,0.0,0.0,0.0,0.0,0.0,The pilot’s failure to maintain control of the airplane after landing in gusty wind conditions.,"Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Conditions/weather/phenomena - Wind - Gusts - Contributed to outcome",,60.0952,-142.8183,PIPER,PA-18-150,AIR,,,false,1,REC,NSCH,BUS,091,Substantial,VMC,Fejes Guide Service LTD,Completed,,Final,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/104038/pdf,Alaska.csv
ANC21LA092,ACC,103919,2021-09-18T15:30:00Z,Homer,Alaska,United States,,N2808P,22-3101,False,Aviation,DirectorBrief,2022-04-20T04:00:00Z,2022-03-18T14:00:00Z,,0.0,0.0,0.0,0.0,,The pilot’s failure to maintain directional control while landing in crosswind conditions.,"Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Conditions/weather/phenomena - Wind - Crosswind - Effect on operation",,59.643255,-151.48317,PIPER,PA-22-150,AIR,HOM,HOMER,false,1,REC,,PERS,091,Substantial,VMC,,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=103919,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/103919/pdf,Alaska.csv
ANC21LA091,ACC,103917,2021-09-18T15:30:00Z,Nenana,Alaska,United States,,N6357N,95,False,Aviation,DirectorBrief,2022-04-20T04:00:00Z,2022-03-18T14:00:00Z,,0.0,0.0,0.0,0.0,,"The pilots over application of the brakes during landing, which resulted in a nose-over.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft systems - Landing gear system - Brake - Incorrect use/operation, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Surface speed/braking - Incorrect use/operation, Environmental issues - Conditions/weather/phenomena - Wind - Crosswind - Contributed to outcome",,64.310083,-147.3275,CHAMPION,7GCBC,AIR,2AK1,BLAIR LAKE,false,1,REC,,PERS,091,Substantial,VMC,,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=103917,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/103917/pdf,Alaska.csv
ANC21LA100,ACC,104066,2021-09-18T15:00:00Z,Birchwood,Alaska,United States,,N35408,17281081,False,Aviation,DirectorBrief,2022-04-29T04:00:00Z,2021-11-12T12:00:00Z,,0.0,0.0,0.0,0.0,0.0,"The flight instructor’s inadequate supervision of the student pilot, and student pilot’s improper landing flare, resulting in a hard landing.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Landing flare - Not attained/maintained, Personnel issues - Action/decision - Action - Incorrect action performance - Student/instructed pilot, Personnel issues - Action/decision - Action - Delayed action - Instructor/check pilot",,61.3662,-149.5083,CESSNA,172R,AIR,PABV,Birchwood,false,1,REC,NSCH,INST,091,Substantial,VMC,ELMENDORF AERO CLUB,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=104066,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/104066/pdf,Alaska.csv
ANC21LA093,ACC,103925,2021-09-17T16:30:00Z,Chandalar Shelf,Alaska,United States,,N8061D,22-5584,False,Aviation,DirectorBrief,2022-04-20T04:00:00Z,2022-03-18T14:00:00Z,,0.0,0.0,0.0,0.0,,"A separation of the rudder cable from the rudder pedal due to the connecting bolt detaching for undetermined reasons, which resulted in a loss of directional control.","Aircraft - Fluids/misc hardware - Misc hardware - Fasteners - Unknown/Not determined, Aircraft - Aircraft systems - Flight control system - Rudder control system - Failure, Aircraft - Aircraft systems - Flight control system - Rudder control system - Unknown/Not determined",,68.050258,-149.56688,PIPER,PA-22-150,AIR,5CD,CHANDALAR SHELF,false,1,REC,,PERS,091,Substantial,VMC,,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=103925,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/103925/pdf,Alaska.csv
ANC21LA086,ACC,103847,2021-09-12T10:00:00Z,Port Alsworth,Alaska,United States,,N6476M,108-4476,False,Aviation,DirectorBrief,2023-03-29T04:00:00Z,2023-01-31T12:00:00Z,,0.0,0.0,0.0,0.0,,A loss of directional control for reasons that could not be determined based on the available information.,Aircraft - Aircraft systems - Landing gear system - Brake - Failure,,60.2,-154.32,STINSON,108-3,AIR,PVT,PVT,false,1,REC,,PERS,091,Substantial,VMC,,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=103847,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/103847/pdf,Alaska.csv
ANC21LA088,ACC,103883,2021-09-10T17:15:00Z,Talkeetna,Alaska,United States,,N7MY,18-7242,False,Aviation,DirectorBrief,2022-04-20T04:00:00Z,2022-03-18T14:00:00Z,,0.0,0.0,0.0,0.0,,"The pilot’s selection of unsuitable terrain for landing, which resulted in a loss of directional control and nose over.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Conditions/weather/phenomena - Wind - Crosswind - Effect on operation, Environmental issues - Physical environment - Object/animal/substance - Debris/dirt/foreign object - Response/compensation, Environmental issues - Physical environment - Terrain - Mountainous/hilly terrain - Effect on operation",,62.537216,-149.64694,PIPER,PA-18-150,AIR,,,false,1,REC,,PERS,091,Substantial,VMC,,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=103883,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/103883/pdf,Alaska.csv
ANC21LA087,ACC,103851,2021-09-09T21:00:00Z,North Pole,Alaska,United States,,N1441H,15AC-506,False,Aviation,DirectorBrief,2022-04-20T04:00:00Z,2022-03-18T14:00:00Z,Serious,0.0,1.0,0.0,1.0,,"The pilot’s failure to ensure adequate obstacle clearance while maneuvering, which resulted in a collision with a tree and a loss of control.","Personnel issues - Psychological - Attention/monitoring - Monitoring environment - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained, Environmental issues - Physical environment - Object/animal/substance - Tree(s) - Effect on equipment",,64.774519,-147.33907,AERONCA,15AC,AIR,5AK3,AIRWAY,false,1,REC,,PERS,091,Substantial,VMC,HOLDER JIMMY R,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=103851,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/103851/pdf,Alaska.csv
ANC21LA083,ACC,103817,2021-09-06T18:40:00Z,Delta Junction,Alaska,United States,,N125KW,0336E,False,Aviation,DirectorBrief,2022-04-20T04:00:00Z,2022-03-21T11:00:00Z,Minor,0.0,0.0,1.0,1.0,,"The pilot’s inability to maintain lateral control during the takeoff, which resulted in dynamic rollover. Contributing to the accident was the pilot’s decision to utilize an unsuitable landing area for flight operations.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - (general) - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Environmental issues - Physical environment - Runway/land/takeoff/taxi surface - (general) - Ability to respond/compensate",,63.999752,-144.73459,MCDONNELL DOUGLAS HELICOPTER,369E,HELI,,,false,1,TS,SCHD,BUS,135,Substantial,VMC,,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=103817,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/103817/pdf,Alaska.csv
ANC21LA085,ACC,103846,2021-09-06T14:30:00Z,Tyonek,Alaska,United States,,N149AK,121338,False,Aviation,DirectorBrief,2022-04-20T04:00:00Z,,,0.0,0.0,0.0,0.0,,"The pilot’s selection of inappropriate terrain and decision to land with a tailwind, which resulted in a loss of directional control, an attempted go-around, and subsequent impact with terrain.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Attain/maintain not possible, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Conditions/weather/phenomena - Wind - Tailwind - Effect on operation, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot",,61.272318,-152.06502,PIPER,PA-12,AIR,,,false,1,REC,,PERS,091,Substantial,VMC,,Completed,,Final,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/103846/pdf,Alaska.csv
ANC21LA084,ACC,103829,2021-09-04T11:00:00Z,Gustavus,Alaska,United States,,N371SC,18-8914,False,Aviation,DirectorBrief,2022-04-20T04:00:00Z,2022-03-21T11:00:00Z,,0.0,0.0,0.0,0.0,,The pilot’s failure to maintain directional control during an off-airport beach landing.,"Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Conditions/weather/phenomena - Wind - Crosswind - Ability to respond/compensate",,58.406419,-136.98371,PIPER,PA-18-150,AIR,,,false,1,REC,,PERS,091,Substantial,VMC,,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=103829,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/103829/pdf,Alaska.csv
ANC21LA101,ACC,104475,2021-09-01T16:00:00Z,Glennallen,Alaska,United States,,N8987Y,18-7409132,False,Aviation,DirectorBrief,2022-06-14T04:00:00Z,2022-03-21T11:00:00Z,,0.0,0.0,0.0,0.0,,The pilot’s improper landing flare while landing off-airport with a tailwind.,"Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Landing flare - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Conditions/weather/phenomena - Wind - Tailwind - Response/compensation",,62.333333,-147.67583,PIPER,PA-18-150,AIR,,,false,1,REC,,PERS,091,Substantial,VMC,,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=104475,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/104475/pdf,Alaska.csv
ANC21LA080,ACC,103783,2021-08-30T18:30:00Z,Pelican,Alaska,United States,,N779DZ,10149,False,Aviation,DirectorBrief,2022-04-20T04:00:00Z,2022-04-18T14:00:00Z,,0.0,0.0,0.0,0.0,,The pilot’s loss of control while landing on a remote helipad.,"Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - (general) - Not attained/maintained",,58.0903,-136.41332,ROBINSON HELICOPTER COMPANY,R44 II,HELI,,,false,1,REC,,POSI,091,Substantial,VMC,Helicopter Air Alaska LLC,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=103783,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/103783/pdf,Alaska.csv
ANC21LA079,ACC,103782,2021-08-30T14:15:00Z,Pelican,Alaska,United States,,N878CB,10404,False,Aviation,DirectorBrief,2022-04-20T04:00:00Z,2022-04-18T14:00:00Z,,0.0,0.0,0.0,0.0,,The pilot’s improper preflight planning to ensure adequate power to hover out-of-ground effect while conducting external load operations.,Personnel issues - Task performance - Planning/preparation - Performance calculations - Pilot,,58.0903,-136.41332,ROBINSON HELICOPTER COMPANY,R44 II,HELI,,,false,1,REC,,EXLD,133,Substantial,VMC,HELICOPTER AIR ALASKA LLC,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=103782,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/103782/pdf,Alaska.csv
ANC21LA082,ACC,103794,2021-08-30T13:47:00Z,Soldotna,Alaska,United States,,N3419A,22-1692,False,Aviation,DirectorBrief,2022-04-20T04:00:00Z,2022-04-18T14:00:00Z,,0.0,0.0,0.0,0.0,,"The pilot’s failure to maintain directional control during landing, which resulted in a ground-loop.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot",,60.48,-151.04,PIPER,PA-22-135,AIR,SXQ,SOLDOTNA,false,1,REC,,PERS,091,Substantial,VMC,,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=103794,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/103794/pdf,Alaska.csv
ANC21LA076,ACC,103770,2021-08-28T16:40:00Z,Kenai,Alaska,United States,,N82064,18-7809123,False,Aviation,DirectorBrief,2022-04-20T04:00:00Z,2022-04-18T14:00:00Z,,0.0,0.0,0.0,0.0,,The pilot’s failure to maintain directional control during takeoff in gusting wind conditions which resulted in a loss of control and impact with terrain.,"Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Conditions/weather/phenomena - Wind - Gusts - Response/compensation",,60.77425,-151.89859,PIPER,PA-18-150,AIR,PVT,PVT,false,1,REC,,PERS,091,Substantial,VMC,,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=103770,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/103770/pdf,Alaska.csv
ANC21LA077,ACC,103778,2021-08-27T20:30:00Z,Nikolai,Alaska,United States,,N2579M,12-946,False,Aviation,DirectorBrief,2022-04-20T04:00:00Z,2022-04-18T14:00:00Z,,0.0,0.0,0.0,0.0,,The pilot’s loss of control on go-around in gusting crosswind conditions. Contributing to accident was the pilot’s decision to attempt to land at a short off-airport landing site with a malfunctioning airspeed indicator.,"Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Airspeed - Not attained/maintained, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Angle of attack - Not attained/maintained, Aircraft - Aircraft systems - Indicating/recording systems - (general) - Malfunction",,63.01,-152.48,PIPER,PA-12,AIR,PVT,PVT,false,1,REC,,PERS,091,Substantial,VMC,,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=103778,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/103778/pdf,Alaska.csv
ANC21LA094,ACC,103927,2021-08-21T14:25:00Z,Bettles,Alaska,United States,,N560TR,141,False,Aviation,DirectorBrief,2023-09-27T04:00:00Z,2023-09-27T17:00:00Z,,0.0,0.0,0.0,0.0,,"The seizure of the engine during flight for undetermined reasons, which led to a total loss of engine power.","Not determined - Not determined - (general) - (general) - Unknown/Not determined, Aircraft - Aircraft power plant - Engine (reciprocating) - (general) - Unknown/Not determined",,68.07526,-155.83897,DEHAVILLAND,DHC-3,AIR,,,false,1,REC,NSCH,BUS,135,Substantial,VMC,"Sourdough Air Service, Inc.",Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=103927,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/103927/pdf,Alaska.csv
ANC21LA081,ACC,103784,2021-08-21T10:00:00Z,Kodiak,Alaska,United States,,N4334Y,1401,False,Aviation,DirectorBrief,2022-04-20T04:00:00Z,2022-03-18T14:00:00Z,,0.0,0.0,0.0,0.0,,"The pilot’s improper landing flare, which resulted in a hard landing and nose over.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Landing flare - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Physical environment - Runway/land/takeoff/taxi surface - Glassy surface - Response/compensation",,57.496253,-152.58134,DEHAVILLAND,DHC-2 MK. I(L20A),AIR,,,false,1,REC,,PERS,091,Substantial,VMC,,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=103784,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/103784/pdf,Alaska.csv
WPR21LA328,ACC,103757,2021-08-19T19:55:00Z,Wasilla,Alaska,United States,,N89ZW,18-7509114,False,Aviation,DirectorBrief,2022-02-08T05:00:00Z,2021-12-09T12:00:00Z,,0.0,0.0,0.0,0.0,,The pilot’s inability to maintain control of the airplane during taxi after it encountered the prop wash from a larger airplane that was conducting a high-power engine run on the same taxiway.,"Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Capability exceeded, Environmental issues - Physical environment - Object/animal/substance - Aircraft - Ability to respond/compensate",,61.639324,-149.2854,PIPER,PA-18-150,AIR,4AK6,WOLF LAKE,false,1,REC,,PERS,091,Substantial,VMC,,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=103757,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/103757/pdf,Alaska.csv
ANC21LA073,ACC,103719,2021-08-16T15:52:00Z,Fairbanks,Alaska,United States,,N97HA,208B0610,False,Aviation,DirectorBrief,2023-04-26T04:00:00Z,2022-03-16T11:00:00Z,,0.0,0.0,0.0,0.0,,"The pilot’s unexpected encounter with supercooled liquid droplets (SLD), which resulted in a loss of control due to ice accumulation. Contributing to the accident were: (1) the pilot’s failure to maintain the minimum airspeed for flight in icing conditions, (2) the pilot’s failure to disconnect the autopilot every 10 minutes to check for ice buildup, (3) the overweight airplane, (4) the lack of an SLD forecast product for the state of Alaska, and (5) the Federal Aviation Administration's failure to require weight and balance documentation for each flight in Title 14 Code of Federal Regulations Part 135 single-engine operations.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Airspeed - Not attained/maintained, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Angle of attack - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Use of automation - Pilot, Personnel issues - Task performance - Planning/preparation - Weight/balance calculations - Pilot, Personnel issues - Task performance - Planning/preparation - Weight/balance calculations - FAA or designated personnel, Environmental issues - Conditions/weather/phenomena - Ceiling/visibility/precip - Freezing rain/sleet - Awareness of condition, Environmental issues - Conditions/weather/phenomena - Ceiling/visibility/precip - Freezing rain/sleet - Effect on equipment",,64.935913,-148.20412,CESSNA,208,AIR,,,false,1,TP,SCHD,,135,Substantial,IMC,WRIGHT AIR SERVICE INC,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=103719,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/103719/pdf,Alaska.csv
ANC21LA071,ACC,103710,2021-08-14T20:45:00Z,Tyonek,Alaska,United States,,N4226H,14-29,False,Aviation,DirectorBrief,2022-04-20T04:00:00Z,2022-04-18T14:00:00Z,Serious,0.0,1.0,2.0,3.0,0.0,The pilot’s failure to maintain directional control and adequate airspeed during takeoff which resulted in a collision with a river. Contributing to the accident was the pilot’s improper decision to load the airplane above its maximum allowable gross weight.,"Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Aircraft - Aircraft oper/perf/capability - Aircraft capability - Maximum weight - Capability exceeded, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Airspeed - Not attained/maintained",,61.210482,-150.94421,PIPER,PA-14,AIR,,,false,1,REC,,PERS,091,Substantial,VMC,ANGEL AVIATION INC,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=103710,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/103710/pdf,Alaska.csv
